M10A1,ACTIVE,4,UK,Cat 2
M10A2,ACTIVE,4,UK,Cat 2
M10A3,ACTIVE,4,UK,Cat 2
M10B1,ACTIVE,4,UK,Cat 2
M10D1,ACTIVE,4,UK,Cat 2
M10E1,ACTIVE,4,UK,Cat 2
M10E2,ACTIVE,4,UK,Cat 2
M10E3,ACTIVE,4,UK,Cat 2
M11A1,ACTIVE,4,UK,Cat 2
M11A2,ACTIVE,4,UK,Cat 2
M11A3a,ACTIVE,5,UK,Cat 2
M11A3b1,ACTIVE,6,UK,Cat 2
M11A3b2,ACTIVE,6,UK,Cat 2
M11A3b3,ACTIVE,6,UK,Cat 2
M11A4,ACTIVE,4,UK,Cat 2
M11D1,ACTIVE,4,UK,Cat 2
M11D2,ACTIVE,4,UK,Cat 2
M11E1a,ACTIVE,5,UK,Cat 2
M11E1b,ACTIVE,5,UK,Cat 2
M11E1c,ACTIVE,5,UK,Cat 2
M11E2,ACTIVE,4,UK,Cat 2
M12A1,ACTIVE,4,UK,Cat 2
M12A2,ACTIVE,4,UK,Cat 2
M12A3,ACTIVE,4,UK,Cat 2
M12A4,ACTIVE,4,UK,Cat 2
M12A5a,ACTIVE,5,UK,Cat 2
M12A5b,ACTIVE,5,UK,Cat 2
M12A6,ACTIVE,4,UK,Cat 2
M12D1,ACTIVE,4,UK,Cat 2
M12D2,ACTIVE,4,UK,Cat 2
M12D3,ACTIVE,4,UK,Cat 2
M12E1,ACTIVE,4,UK,Cat 2
M13A1a,ACTIVE,5,UK,Cat 2
M13A1b,ACTIVE,5,UK,Cat 2
M13E1,ACTIVE,4,UK,Cat 2
M14A1a,ACTIVE,5,UK,Cat 2
M14A1b1,ACTIVE,6,UK,Cat 2
M14A1b2,ACTIVE,6,UK,Cat 2
M14E1,ACTIVE,4,UK,Cat 2
M15B1a,ACTIVE,5,UK,Cat 2
M15B1b,ACTIVE,5,UK,Cat 2
M15B1c,ACTIVE,5,UK,Cat 2
M15B1d,ACTIVE,5,UK,Cat 2
M15B2,ACTIVE,4,UK,Cat 2
M15B3,ACTIVE,4,UK,Cat 2
M15B4a,ACTIVE,5,UK,Cat 2
M15B4b,ACTIVE,5,UK,Cat 2
M15B5,ACTIVE,4,UK,Cat 2
M15D1,ACTIVE,4,UK,Cat 2
M15E1,ACTIVE,4,UK,Cat 2
M16A1,ACTIVE,4,UK,Cat 2
M16D1,ACTIVE,4,UK,Cat 2
M16E1,ACTIVE,4,UK,Cat 2
M17A1,ACTIVE,4,UK,Cat 2
M17B1,ACTIVE,4,UK,Cat 2
M17C1,ACTIVE,4,UK,Cat 2
M17D1,ACTIVE,4,UK,Cat 2
M17E1,ACTIVE,4,UK,Cat 2
M18A1,ACTIVE,4,UK,Cat 2
M18A2,ACTIVE,4,UK,Cat 2
M18A3,ACTIVE,4,UK,Cat 2
M18E1,ACTIVE,4,UK,Cat 2
M19A1,ACTIVE,4,UK,Cat 2
M19A2,ACTIVE,4,UK,Cat 2
M19A3,ACTIVE,4,UK,Cat 2
M19B1,ACTIVE,0,UK,Cat 2
M19D1,ACTIVE,4,UK,Cat 2
M19E1,ACTIVE,4,UK,Cat 2
M20A1a,ACTIVE,5,UK,Cat 2
M20A1b,ACTIVE,5,UK,Cat 2
M20B1,ACTIVE,4,UK,Cat 2
M20B2,ACTIVE,4,UK,Cat 2
M20D1,ACTIVE,4,UK,Cat 2
M20D2,ACTIVE,4,UK,Cat 2
M20E1,ACTIVE,4,UK,Cat 2
M3A1a,ACTIVE,5,UK,Cat 2
M3A1b,ACTIVE,5,UK,Cat 2
M3A2,ACTIVE,4,UK,Cat 2
M3A3,ACTIVE,4,UK,Cat 2
M3A4,ACTIVE,4,UK,Cat 2
M3A5,ACTIVE,4,UK,Cat 2
M3A6,ACTIVE,4,UK,Cat 2
M3A7,ACTIVE,4,UK,Cat 2
M3A8,ACTIVE,4,UK,Cat 2
M3B1,ACTIVE,4,UK,Cat 2
M3B2,ACTIVE,4,UK,Cat 2
M3B3,ACTIVE,4,UK,Cat 2
M3C1,ACTIVE,4,UK,Cat 2
M3C2,ACTIVE,4,UK,Cat 2
M3D1,ACTIVE,4,UK,Cat 2
M3D2,ACTIVE,4,UK,Cat 2
M3D3,ACTIVE,4,UK,Cat 2
M3E1,ACTIVE,4,UK,Cat 2
M4B1,ACTIVE,4,UK,Cat 2
M4B2,ACTIVE,4,UK,Cat 2
M4B3a,ACTIVE,5,UK,Cat 2
M4B3b1,ACTIVE,6,UK,Cat 2
M4B3b2,ACTIVE,6,UK,Cat 2
M4B3c,ACTIVE,5,UK,Cat 2
M4B3d,ACTIVE,5,UK,Cat 2
M4C1,ACTIVE,4,UK,Cat 2
M4C2a,ACTIVE,5,UK,Cat 2
M4C2b1,ACTIVE,6,UK,Cat 2
M4C2b10,ACTIVE,6,UK,Cat 2
M4C2b11,ACTIVE,6,UK,Cat 2
M4C2b12,ACTIVE,6,UK,Cat 2
M4C2b13,ACTIVE,6,UK,Cat 2
M4C2b14,ACTIVE,6,UK,Cat 2
M4C2b15,ACTIVE,6,UK,Cat 2
M4C2b16,ACTIVE,6,UK,Cat 2
M4C2b17,ACTIVE,6,UK,Cat 2
M4C2b18,ACTIVE,6,UK,Cat 2
M4C2b19,ACTIVE,6,UK,Cat 2
M4C2b2,ACTIVE,6,UK,Cat 2
M4C2b20,ACTIVE,6,UK,Cat 2
M4C2b3,ACTIVE,6,UK,Cat 2
M4C2b4,ACTIVE,6,UK,Cat 2
M4C2b4a,ACTIVE,7,UK,Cat 2
M4C2b4b,ACTIVE,7,UK,Cat 2
M4C2b4c,ACTIVE,7,UK,Cat 2
M4C2b4d,ACTIVE,7,UK,Cat 2
M4C2b4e,ACTIVE,7,UK,Cat 2
M4C2b4f,ACTIVE,7,UK,Cat 2
M4C2b4g,ACTIVE,7,UK,Cat 2
M4C2b4h,ACTIVE,7,UK,Cat 2
M4C2b4i,ACTIVE,7,UK,Cat 2
M4C2b4k,ACTIVE,7,UK,Cat 2
M4C2b4l,ACTIVE,7,UK,Cat 2
M4C2b4n,ACTIVE,7,UK,Cat 2
M4C2b4o,ACTIVE,7,UK,Cat 2
M4C2b4p,ACTIVE,7,UK,Cat 2
M4C2b4q,ACTIVE,7,UK,Cat 2
M4C2b5,ACTIVE,6,UK,Cat 2
M4C2b6,ACTIVE,6,UK,Cat 2
M4C2b7,ACTIVE,6,UK,Cat 2
M4C2b8,ACTIVE,6,UK,Cat 2
M4C2b9,ACTIVE,6,UK,Cat 2
M4C2c,ACTIVE,5,UK,Cat 2
M4C2d,ACTIVE,5,UK,Cat 2
M4C2e,ACTIVE,5,UK,Cat 2
M4C2f,ACTIVE,5,UK,Cat 2
M4C3,ACTIVE,4,UK,Cat 2
M4C4a1,ACTIVE,6,UK,Cat 2
M4C4a2,ACTIVE,6,UK,Cat 2
M4C4a3,ACTIVE,6,UK,Cat 2
M4C4a4,ACTIVE,6,UK,Cat 2
M4C4a5,ACTIVE,6,UK,Cat 2
M4C4a6,ACTIVE,6,UK,Cat 2
M4C4b1,ACTIVE,6,UK,Cat 2
M4C4b2,ACTIVE,6,UK,Cat 2
M4C4b3,ACTIVE,6,UK,Cat 2
M4C4b4,ACTIVE,6,UK,Cat 2
M4C5a,ACTIVE,5,UK,Cat 2
M4C5b,ACTIVE,5,UK,Cat 2
M4C5c,ACTIVE,5,UK,Cat 2
M4C5d,ACTIVE,5,UK,Cat 2
M4C5e,ACTIVE,5,UK,Cat 2
M4C5f,ACTIVE,5,UK,Cat 2
M4C6a1,ACTIVE,6,UK,Cat 2
M4C6a2,ACTIVE,6,UK,Cat 2
M4C6a3,ACTIVE,6,UK,Cat 2
M4C6a4,ACTIVE,6,UK,Cat 2
M4C6a5,ACTIVE,6,UK,Cat 2
M4C6b,ACTIVE,5,UK,Cat 2
M4C6c1,ACTIVE,6,UK,Cat 2
M4C6c2a,ACTIVE,1,UK,Cat 2
M4C6c2b,ACTIVE,1,UK,Cat 2
M4C6c2c,ACTIVE,1,UK,Cat 2
M4C6c2d,ACTIVE,1,UK,Cat 2
M4C6c2e,ACTIVE,1,UK,Cat 2
M4C6c2f,ACTIVE,1,UK,Cat 2
M4C6c2g,ACTIVE,1,UK,Cat 2
M4C6c2h,ACTIVE,1,UK,Cat 2
M4C6c2i,ACTIVE,1,UK,Cat 2
M4C6c2j,ACTIVE,1,UK,Cat 2
M4C6c2k,ACTIVE,1,UK,Cat 2
M4C6c2l,ACTIVE,1,UK,Cat 2
M4C6c2m,ACTIVE,6,UK,Cat 2
M4C6c2n,ACTIVE,1,UK,Cat 2
M4C6c2o,ACTIVE,1,UK,Cat 2
M4C6d1,ACTIVE,6,UK,Cat 2
M4C6d2,ACTIVE,6,UK,Cat 2
M4C6d3,ACTIVE,6,UK,Cat 2
M4C6d4,ACTIVE,6,UK,Cat 2
M4C6d5,ACTIVE,6,UK,Cat 2
M4C6e1,ACTIVE,6,UK,Cat 2
M4C6e2,ACTIVE,6,UK,Cat 2
M4D1,ACTIVE,4,UK,Cat 2
M4E1,ACTIVE,4,UK,Cat 2
M6A1,ACTIVE,4,UK,Cat 2
M6A2,ACTIVE,4,UK,Cat 2
M6B1a,ACTIVE,5,UK,Cat 2
M6B1b,ACTIVE,5,UK,Cat 2
M6B1c,ACTIVE,5,UK,Cat 2
M6B1d1,ACTIVE,6,UK,Cat 2
M6B1d2,ACTIVE,6,UK,Cat 2
M6B1d3,ACTIVE,6,UK,Cat 2
M6B1e,ACTIVE,5,UK,Cat 2
M6B2,ACTIVE,4,UK,Cat 2
M6B3,ACTIVE,4,UK,Cat 2
M6B4,ACTIVE,4,UK,Cat 2
M6B5,ACTIVE,4,UK,Cat 2
M6C1,ACTIVE,4,UK,Cat 2
M6C2,ACTIVE,4,UK,Cat 2
M6C3a,ACTIVE,5,UK,Cat 2
M6C3b,ACTIVE,5,UK,Cat 2
M6C3c,ACTIVE,5,UK,Cat 2
M6C4,ACTIVE,4,UK,Cat 2
M6C5,ACTIVE,4,UK,Cat 2
M6C6a,ACTIVE,5,UK,Cat 2
M6C6b,ACTIVE,5,UK,Cat 2
M6C7,ACTIVE,4,UK,Cat 2
M6C8,ACTIVE,4,UK,Cat 2
M6C9a,ACTIVE,5,UK,Cat 2
M6C9b1,ACTIVE,6,UK,Cat 2
M6C9b2,ACTIVE,6,UK,Cat 2
M6C9b3,ACTIVE,6,UK,Cat 2
M6D1,ACTIVE,4,UK,Cat 2
M6D2,ACTIVE,4,UK,Cat 2
M6E1,ACTIVE,4,UK,Cat 2
M6E2,ACTIVE,4,UK,Cat 2
M6E3,ACTIVE,4,UK,Cat 2
M9A1,ACTIVE,4,UK,Cat 2
M9A2,ACTIVE,4,UK,Cat 2
M9A3,ACTIVE,4,UK,Cat 2
M9A4,ACTIVE,4,UK,Cat 2
M9A5,ACTIVE,4,UK,Cat 2
M9A6,ACTIVE,4,UK,Cat 2
M9A7,ACTIVE,4,UK,Cat 2
M9A8,ACTIVE,4,UK,Cat 2
M9B1,ACTIVE,4,UK,Cat 2
M9B2a,ACTIVE,5,UK,Cat 2
M9B2b,ACTIVE,5,UK,Cat 2
M9B2c,ACTIVE,5,UK,Cat 2
M9B2d,ACTIVE,5,UK,Cat 2
M9B2e,ACTIVE,5,UK,Cat 2
M9D1,ACTIVE,4,UK,Cat 2
M9D2,ACTIVE,4,UK,Cat 2
M9D3,ACTIVE,4,UK,Cat 2
M9D4,ACTIVE,4,UK,Cat 2
M9E1,ACTIVE,4,UK,Cat 2
